Date,Open,High,Low,Close,Adj Close,Volume
1998-01-05,1307.780029296875,1307.780029296875,1307.780029296875,1307.780029296875,1307.780029296875,0
1998-01-06,1293.800048828125,1293.800048828125,1293.800048828125,1293.800048828125,1293.800048828125,0
1998-01-07,1290.6600341796875,1290.6600341796875,1290.6600341796875,1290.6600341796875,1290.6600341796875,0
1998-01-08,1280.0699462890625,1280.0699462890625,1280.0699462890625,1280.0699462890625,1280.0699462890625,0
1998-01-09,1242.0999755859375,1242.0999755859375,1242.0999755859375,1242.0999755859375,1242.0999755859375,0
1998-01-12,1257.530029296875,1257.530029296875,1257.530029296875,1257.530029296875,1257.530029296875,0
1998-01-13,1274.8699951171875,1274.8699951171875,1274.8699951171875,1274.8699951171875,1274.8699951171875,0
1998-01-14,1282.7099609375,1282.7099609375,1282.7099609375,1282.7099609375,1282.7099609375,0
1998-01-15,1273.0999755859375,1273.0999755859375,1273.0999755859375,1273.0999755859375,1273.0999755859375,0
1998-01-16,1287.530029296875,1287.530029296875,1287.530029296875,1287.530029296875,1287.530029296875,0
1998-01-20,1310.4300537109375,1310.4300537109375,1310.4300537109375,1310.4300537109375,1310.4300537109375,0
1998-01-21,1300.0799560546875,1300.0799560546875,1300.0799560546875,1300.0799560546875,1300.0799560546875,0
1998-01-22,1289.6800537109375,1289.6800537109375,1289.6800537109375,1289.6800537109375,1289.6800537109375,0
1998-01-23,1282.4000244140625,1282.4000244140625,1282.4000244140625,1282.4000244140625,1282.4000244140625,0
1998-01-26,1281.5400390625,1281.5400390625,1281.5400390625,1281.5400390625,1281.5400390625,0
1998-01-27,1297.699951171875,1297.699951171875,1297.699951171875,1297.699951171875,1297.699951171875,0
1998-01-28,1309.31005859375,1309.31005859375,1309.31005859375,1309.31005859375,1309.31005859375,0
1998-01-29,1320.1600341796875,1320.1600341796875,1320.1600341796875,1320.1600341796875,1320.1600341796875,0
1998-01-30,1313.18994140625,1313.18994140625,1313.18994140625,1313.18994140625,1313.18994140625,0
1998-02-02,1341.3199462890625,1341.3199462890625,1341.3199462890625,1341.3199462890625,1341.3199462890625,0
1998-02-03,1347.719970703125,1347.719970703125,1347.719970703125,1347.719970703125,1347.719970703125,0
1998-02-04,1349.1099853515625,1349.1099853515625,1349.1099853515625,1349.1099853515625,1349.1099853515625,0
1998-02-05,1344.77001953125,1344.77001953125,1344.77001953125,1344.77001953125,1344.77001953125,0
1998-02-06,1356.9599609375,1356.9599609375,1356.9599609375,1356.9599609375,1356.9599609375,0
1998-02-09,1354.75,1354.75,1354.75,1354.75,1354.75,0
1998-02-10,1365.8499755859375,1365.8499755859375,1365.8499755859375,1365.8499755859375,1365.8499755859375,0
1998-02-11,1367.489990234375,1367.489990234375,1367.489990234375,1367.489990234375,1367.489990234375,0
1998-02-12,1373.1600341796875,1373.1600341796875,1373.1600341796875,1373.1600341796875,1373.1600341796875,0
1998-02-13,1367.77001953125,1367.77001953125,1367.77001953125,1367.77001953125,1367.77001953125,0
1998-02-17,1371.4100341796875,1371.4100341796875,1371.4100341796875,1371.4100341796875,1371.4100341796875,0
1998-02-18,1384.239990234375,1384.239990234375,1384.239990234375,1384.239990234375,1384.239990234375,0
1998-02-19,1379.18994140625,1379.18994140625,1379.18994140625,1379.18994140625,1379.18994140625,0
1998-02-20,1387.1600341796875,1387.1600341796875,1387.1600341796875,1387.1600341796875,1387.1600341796875,0
1998-02-23,1392.4599609375,1392.4599609375,1392.4599609375,1392.4599609375,1392.4599609375,0
1998-02-24,1382.2900390625,1382.2900390625,1382.2900390625,1382.2900390625,1382.2900390625,0
1998-02-25,1399.0400390625,1399.0400390625,1399.0400390625,1399.0400390625,1399.0400390625,0
1998-02-26,1406.949951171875,1406.949951171875,1406.949951171875,1406.949951171875,1406.949951171875,0
1998-02-27,1407.9000244140625,1407.9000244140625,1407.9000244140625,1407.9000244140625,1407.9000244140625,0
1998-03-02,1405.72998046875,1405.72998046875,1405.72998046875,1405.72998046875,1405.72998046875,0
1998-03-03,1411.5400390625,1411.5400390625,1411.5400390625,1411.5400390625,1411.5400390625,0
1998-03-04,1405.56005859375,1405.56005859375,1405.56005859375,1405.56005859375,1405.56005859375,0
1998-03-05,1389.27001953125,1389.27001953125,1389.27001953125,1389.27001953125,1389.27001953125,0
1998-03-06,1417.0999755859375,1417.0999755859375,1417.0999755859375,1417.0999755859375,1417.0999755859375,0
1998-03-09,1412.5799560546875,1412.5799560546875,1412.5799560546875,1412.5799560546875,1412.5799560546875,0
1998-03-10,1428.6300048828125,1428.6300048828125,1428.6300048828125,1428.6300048828125,1428.6300048828125,0
1998-03-11,1434.56005859375,1434.56005859375,1434.56005859375,1434.56005859375,1434.56005859375,0
1998-03-12,1436.72998046875,1436.72998046875,1436.72998046875,1436.72998046875,1436.72998046875,0
1998-03-13,1434.989990234375,1434.989990234375,1434.989990234375,1434.989990234375,1434.989990234375,0
1998-03-16,1449.3299560546875,1449.3299560546875,1449.3299560546875,1449.3299560546875,1449.3299560546875,0
1998-03-17,1450.9100341796875,1450.9100341796875,1450.9100341796875,1450.9100341796875,1450.9100341796875,0
1998-03-18,1457.7900390625,1457.7900390625,1457.7900390625,1457.7900390625,1457.7900390625,0
1998-03-19,1463.510009765625,1463.510009765625,1463.510009765625,1463.510009765625,1463.510009765625,0
1998-03-20,1476.1700439453125,1476.1700439453125,1476.1700439453125,1476.1700439453125,1476.1700439453125,0
1998-03-23,1471.3499755859375,1471.3499755859375,1471.3499755859375,1471.3499755859375,1471.3499755859375,0
1998-03-24,1484.9200439453125,1484.9200439453125,1484.9200439453125,1484.9200439453125,1484.9200439453125,0
1998-03-25,1479.949951171875,1479.949951171875,1479.949951171875,1479.949951171875,1479.949951171875,0
1998-03-26,1478.4300537109375,1478.4300537109375,1478.4300537109375,1478.4300537109375,1478.4300537109375,0
1998-03-27,1471.489990234375,1471.489990234375,1471.489990234375,1471.489990234375,1471.489990234375,0
