Date,Open,High,Low,Close,Adj Close,Volume
1998-01-05,52.78125,53.40625,52.5,53.21875,33.510799407958984,10034000
1998-01-06,52.6875,53.59375,52.53125,52.625,33.13692855834961,7111200
1998-01-07,52.5,52.5,51.3125,52.125,32.822086334228516,8616400
1998-01-08,51.75,52.75,51.46875,52.09375,32.80240249633789,8118800
1998-01-09,52.15625,52.4375,49.6875,50.03125,31.50368881225586,14365600
1998-01-12,49.125,50.5625,48.75,50.0625,31.52336311340332,12821400
1998-01-13,50.28125,51.21875,50.15625,51.0625,32.15302276611328,6829000
1998-01-14,51.75,52.0,50.625,51.3125,32.31047439575195,8550800
1998-01-15,51.59375,52.46875,51.1875,51.71875,32.56627655029297,12643400
1998-01-16,52.4375,52.59375,52.25,52.5,33.05821990966797,8378200
1998-01-20,52.59375,54.1875,52.34375,54.1875,34.12080764770508,9941200
1998-01-21,50.125,51.0,49.8125,50.0625,31.52336311340332,27815600
1998-01-22,49.90625,50.3125,49.25,49.6875,31.2872371673584,13167000
1998-01-23,49.90625,50.0,49.46875,49.59375,31.228193283081055,7823000
1998-01-26,49.625,49.96875,49.0,49.0625,30.8936824798584,5615800
1998-01-27,48.375,48.9375,47.8125,48.25,30.382068634033203,14039400
1998-01-28,48.5625,49.0,48.25,48.5,30.53948974609375,10384800
1998-01-29,48.5,49.65625,48.5,49.09375,30.91335678100586,8827200
1998-01-30,49.15625,49.78125,49.0,49.375,31.090473175048828,5800200
1998-02-02,50.0,50.625,50.0,50.28125,31.66111183166504,6875400
1998-02-03,50.0625,50.125,49.34375,49.6875,31.2872371673584,7171200
1998-02-04,49.5625,49.90625,49.03125,49.15625,30.952716827392578,8568600
1998-02-05,49.5625,49.78125,49.1875,49.78125,31.346261978149414,7553400
1998-02-06,49.5625,49.8125,48.875,49.0,30.978792190551758,8165000
1998-02-09,49.0625,49.8125,49.0,49.0,30.978792190551758,6896800
1998-02-10,49.03125,51.21875,48.75,50.4375,31.88759994506836,16328600
1998-02-11,50.8125,51.625,50.75,51.34375,32.4605598449707,8415000
1998-02-12,50.9375,51.625,50.78125,51.4375,32.51983642578125,7253600
1998-02-13,51.34375,51.8125,51.1875,51.1875,32.36176681518555,4488200
1998-02-17,51.53125,51.84375,50.75,51.0,32.24321746826172,7663600
1998-02-18,51.0,51.8125,50.65625,51.375,32.48031997680664,6504600
1998-02-19,51.5,52.3125,51.375,51.375,32.48031997680664,8553400
1998-02-20,51.5,51.71875,50.78125,51.3125,32.44080352783203,7501600
1998-02-23,51.71875,51.96875,51.40625,51.4375,32.51983642578125,5252000
1998-02-24,51.3125,51.4375,50.875,51.25,32.40127944946289,5144800
1998-02-25,51.28125,52.625,51.25,52.625,33.27058410644531,7696200
1998-02-26,52.375,52.9375,52.15625,52.75,33.349609375,6429600
1998-02-27,52.40625,52.8125,51.9375,52.21875,33.01375198364258,5890400
1998-03-02,52.09375,52.28125,50.0,50.96875,32.22345733642578,6980400
1998-03-03,50.0,51.25,49.90625,51.0625,32.28272247314453,7940400
1998-03-04,51.0,51.65625,49.5,49.5,31.294902801513672,6014000
1998-03-05,50.09375,50.1875,49.15625,49.46875,31.275148391723633,10724000
1998-03-06,49.5625,49.90625,49.0625,49.0625,31.01831817626953,10410200
1998-03-09,48.5625,49.125,47.9375,48.0625,30.38608169555664,12928400
1998-03-10,48.6875,49.09375,48.34375,48.75,30.82073402404785,8334200
1998-03-11,48.9375,49.9375,48.71875,49.5625,31.334409713745117,6806800
1998-03-12,49.59375,50.3125,49.09375,50.125,31.69005012512207,5903400
1998-03-13,50.4375,50.5625,49.5,49.8125,31.49245834350586,5850600
1998-03-16,49.84375,50.6875,49.625,50.625,32.00613021850586,6842400
1998-03-17,50.65625,50.90625,49.78125,50.4375,31.88759994506836,7170200
1998-03-18,50.3125,51.15625,50.28125,50.78125,32.10493469238281,7189400
1998-03-19,50.84375,51.5,50.71875,51.4375,32.51983642578125,5170000
1998-03-20,51.5,51.625,50.71875,51.03125,32.26299285888672,8215600
1998-03-23,50.78125,51.6875,50.6875,50.6875,32.045654296875,6193600
1998-03-24,51.125,51.84375,51.0625,51.75,32.717403411865234,4807400
1998-03-25,52.5,53.34375,52.4375,53.0,33.50767135620117,13490400
1998-03-26,52.9375,53.3125,52.5,52.53125,33.211334228515625,5713400
1998-03-27,52.625,52.75,51.9375,52.1875,32.99399948120117,5661400
1998-03-30,52.0625,52.4375,51.25,51.625,32.638370513916016,3827400
1998-03-31,52.0,52.46875,51.6875,51.9375,32.8359375,5077000
1998-04-01,51.9375,52.4375,51.65625,52.21875,33.01375198364258,5279600
1998-04-02,52.15625,53.34375,52.0,52.90625,33.448394775390625,7202600
1998-04-03,52.8125,53.1875,51.96875,52.34375,33.0927848815918,6212400
1998-04-06,53.125,53.25,52.5,53.0,33.50767135620117,7358600
1998-04-07,52.875,52.90625,51.78125,52.34375,33.0927848815918,5446400
1998-04-08,52.375,52.8125,51.875,52.25,33.033512115478516,5387200
1998-04-09,52.8125,53.25,52.65625,53.1875,33.626216888427734,6060000
1998-04-13,53.28125,53.90625,52.09375,52.09375,32.934722900390625,8170000
1998-04-14,52.5,53.125,52.3125,53.125,33.586700439453125,4771000
1998-04-15,53.5,54.90625,53.25,54.875,34.693084716796875,9104200
1998-04-16,54.6875,55.0,53.8125,53.90625,34.08064270019531,6761200
1998-04-17,53.71875,53.96875,53.25,53.875,34.06086349487305,6308000
1998-04-20,53.96875,55.625,53.59375,55.59375,35.147499084472656,9848600
1998-04-21,57.0,59.25,56.8125,59.0,37.30099868774414,24603200
1998-04-22,59.0,60.0,57.3125,57.375,36.27362823486328,13093600
1998-04-23,57.25,58.8125,57.0625,58.75,37.14292907714844,9557600
1998-04-24,58.375,58.96875,58.125,58.6875,37.10342025756836,7912400
1998-04-27,58.125,58.3125,57.1875,57.65625,36.451454162597656,8595000
1998-04-28,58.0625,59.25,57.65625,57.84375,36.56999588012695,10374200
1998-04-29,57.84375,58.4375,57.3125,57.78125,36.53046798706055,6807800
1998-04-30,58.03125,58.71875,57.75,57.9375,36.629249572753906,7115000
1998-05-01,57.96875,58.6875,57.75,58.4375,36.945377349853516,4953000
1998-05-04,58.5625,59.4375,58.3125,58.3125,36.86635208129883,5313000
1998-05-05,58.34375,59.125,58.34375,58.90625,37.241722106933594,5393200
1998-05-06,59.0,59.46875,58.625,58.625,37.202857971191406,6365000
1998-05-07,58.75,58.875,58.0625,58.5625,37.163177490234375,5308800
1998-05-08,58.46875,60.0,58.4375,60.0,38.075416564941406,7766800
1998-05-11,60.09375,61.375,59.15625,59.65625,37.85728073120117,9542800
1998-05-12,59.125,60.0,58.65625,59.8125,37.95643615722656,7547600
1998-05-13,60.125,61.125,60.0625,60.9375,38.67036056518555,7926600
1998-05-14,61.6875,64.65625,61.4375,62.90625,39.919700622558594,21057200
1998-05-15,62.8125,63.875,62.0625,62.46875,39.64207458496094,11197800
1998-05-18,62.375,62.875,61.71875,62.3125,39.542903900146484,7051000
1998-05-19,62.8125,63.5,62.375,62.5,39.66189193725586,7796000
1998-05-20,62.625,62.90625,61.28125,61.75,39.185935974121094,6028200
1998-05-21,61.75,62.09375,60.96875,61.8125,39.22560119628906,5835400
1998-05-22,61.8125,61.8125,60.5625,60.96875,38.6901741027832,3997000
1998-05-26,61.1875,61.5,60.40625,60.5,38.3927116394043,6951400
1998-05-27,59.65625,60.75,59.28125,60.125,38.15473937988281,10038400
1998-05-28,60.125,60.8125,59.90625,60.03125,38.09524154663086,5944400
1998-05-29,60.28125,60.46875,58.6875,58.75,37.28217697143555,5710800
1998-06-01,58.6875,59.15625,57.3125,58.59375,37.183013916015625,7307400
1998-06-02,58.59375,58.84375,57.40625,57.78125,36.66741180419922,7782600
1998-06-03,58.0,58.3125,56.9375,56.9375,36.131980895996094,5881800
1998-06-04,57.125,58.09375,57.125,58.03125,36.82605743408203,6066600
1998-06-05,58.375,59.5,58.28125,59.4375,37.718475341796875,8245400
